iter	Passed	Remaining
399	36192	54288
400	36233	54124
401	36273	53959
402	36307	53785
403	36342	53614
404	36382	53451
405	36424	53290
406	36473	53141
407	36545	53026
408	36588	52870
409	36628	52709
410	36668	52548
411	36704	52383
412	36743	52223
413	36830	52131
414	36882	51991
415	36951	51874
416	36998	51727
417	37089	51641
418	37192	51572
419	37248	51438
420	37326	51334
421	37457	51303
422	37554	51226
423	37700	51215
424	37809	51153
425	37882	51043
426	37970	50953
427	38062	50868
428	38151	50779
429	38245	50697
430	38409	50707
431	38567	50709
432	38702	50679
433	38807	50610
434	38909	50537
435	39037	50498
436	39185	50484
437	39294	50418
438	39405	50356
439	39531	50312
440	39720	50348
441	39879	50345
442	40019	50318
443	40139	50264
444	40277	50234
445	40502	50309
446	40594	50221
447	40666	50106
448	40708	49956
449	40759	49817
450	40820	49690
451	40883	49566
452	40942	49437
453	41033	49349
454	41109	49240
455	41168	49113
456	41218	48975
457	41266	48835
458	41313	48694
459	41368	48562
460	41416	48423
461	41460	48281
462	41506	48139
463	41597	48052
464	41679	47953
465	41815	47917
466	41872	47790
467	41920	47653
468	41967	47515
469	42007	47370
470	42071	47252
471	42124	47122
472	42179	46994
473	42242	46876
474	42305	46758
475	42347	46617
476	42416	46506
477	42484	46394
478	42556	46288
479	42652	46206
480	42831	46214
481	42959	46167
482	43053	46084
483	43130	45982
484	43189	45861
485	43267	45760
486	43362	45677
487	43451	45587
488	43557	45516
489	43668	45450
490	43820	45426
491	44002	45432
492	44154	45408
493	44351	45428
494	44523	45422
495	44617	45336
496	44718	45258
497	44795	45155
498	44856	45036
499	44902	44902
500	44957	44777
501	45012	44654
502	45081	44543
503	45146	44429
504	45208	44313
505	45338	44263
506	45419	44165
507	45495	44062
508	45573	43962
509	45727	43933
510	45876	43901
511	45986	43831
512	46118	43780
513	46249	43730
514	46394	43692
515	46448	43568
516	46499	43441
517	46637	43395
518	46703	43283
519	46766	43169
520	46865	43087
521	46935	42979
522	46986	42854
523	47054	42744
524	47101	42615
525	47138	42478
526	47178	42344
527	47229	42220
528	47305	42118
529	47370	42007
530	47423	41886
531	47476	41765
532	47522	41637
533	47555	41500
534	47591	41364
535	47642	41242
536	47708	41133
537	47780	41030
538	47844	40920
539	47912	40814
540	47990	40716
541	48074	40623
542	48147	40521
543	48205	40407
544	48268	40297
545	48334	40190
546	48398	40081
547	48471	39980
548	48528	39866
549	48591	39756
550	48657	39650
551	48719	39540
552	48772	39423
553	48825	39306
554	48875	39188
555	48925	39069
556	48987	38961
557	49093	38887
558	49157	38781
559	49219	38672
560	49279	38563
561	49453	38542
562	49542	38455
563	49595	38340
564	49651	38227
565	49700	38109
566	49736	37982
567	49771	37854
568	49810	37730
569	49845	37602
570	49890	37483
571	49931	37361
572	49973	37240
573	50023	37125
574	50073	37011
575	50124	36897
576	50171	36780
577	50215	36662
578	50305	36577
579	50409	36503
580	50545	36452
581	50602	36343
582	50648	36227
583	50677	36098
584	50705	35970
585	50740	35847
586	50778	35726
587	50841	35623
588	50913	35527
589	50965	35417
590	51002	35295
591	51052	35184
592	51086	35062
593	51119	34940
594	51150	34816
595	51181	34693
596	51216	34573
597	51252	34453
598	51288	34334
599	51326	34217
600	51366	34102
601	51404	33984
602	51439	33866
603	51475	33749
604	51509	33630
605	51546	33513
606	51581	33395
607	51616	33278
608	51648	33160
609	51681	33042
610	51711	32922
611	51745	32806
612	51784	32692
613	51821	32578
614	51853	32461
615	51892	32348
616	51926	32233
617	51964	32120
618	52000	32006
619	52036	31893
620	52067	31777
621	52106	31665
622	52145	31554
623	52184	31444
624	52224	31334
625	52265	31225
626	52303	31115
627	52347	31008
628	52391	30901
629	52435	30795
630	52477	30688
631	52515	30578
632	52559	30473
633	52618	30376
634	52659	30268
635	52698	30160
636	52737	30052
637	52774	29944
638	52813	29836
639	52850	29728
640	52889	29621
641	52925	29513
642	52963	29405
643	53008	29302
644	53047	29196
645	53086	29090
646	53116	28980
647	53157	28875
648	53190	28767
649	53218	28655
650	53245	28544
651	53273	28434
652	53304	28325
653	53333	28216
654	53361	28106
655	53391	27997
656	53422	27890
657	53452	27782
658	53484	27675
659	53513	27567
660	53543	27460
661	53572	27352
662	53601	27245
663	53634	27140
664	53665	27034
665	53696	26928
666	53726	26822
667	53760	26719
668	53791	26614
669	53841	26519
670	53875	26416
671	53909	26312
672	53948	26212
673	53977	26107
674	54011	26005
675	54050	25905
676	54084	25803
677	54127	25706
678	54166	25607
679	54195	25503
680	54223	25399
681	54250	25295
682	54278	25192
683	54305	25088
684	54335	24986
685	54364	24884
686	54395	24782
687	54424	24680
688	54455	24580
689	54488	24480
690	54525	24382
691	54565	24286
692	54601	24188
693	54642	24093
694	54682	23997
695	54721	23901
696	54755	23803
697	54785	23703
698	54816	23605
699	54848	23506
700	54886	23410
701	54924	23315
702	54977	23226
703	55034	23139
704	55091	23052
705	55141	22962
706	55186	22870
707	55291	22803
708	55348	22717
709	55425	22638
710	55477	22549
711	55525	22459
712	55572	22369
713	55614	22277
714	55662	22187
715	55721	22101
716	55753	22006
717	55792	21912
718	55823	21816
719	55856	21722
720	55895	21629
721	55934	21536
722	55967	21442
723	56001	21348
724	56031	21253
725	56060	21157
726	56092	21063
727	56127	20970
728	56163	20878
729	56197	20785
730	56225	20690
731	56252	20595
732	56279	20500
733	56309	20406
734	56347	20315
735	56377	20222
736	56411	20130
737	56447	20039
738	56485	19949
739	56519	19858
740	56555	19767
741	56593	19678
742	56637	19590
743	56674	19500
744	56713	19411
745	56761	19326
746	56812	19241
747	56848	19152
748	56881	19061
749	56913	18971
750	56947	18881
751	56979	18791
752	57010	18700
753	57040	18609
754	57076	18521
755	57107	18431
756	57138	18341
757	57166	18250
758	57196	18161
759	57227	18071
760	57258	17982
761	57289	17893
762	57319	17804
763	57349	17715
764	57380	17626
765	57406	17536
766	57435	17447
767	57469	17360
768	57503	17273
769	57536	17186
770	57567	17098
771	57598	17010
772	57629	16923
773	57662	16836
774	57696	16750
775	57730	16664
776	57766	16579
777	57797	16492
778	57830	16406
779	57863	16320
780	57896	16234
781	57928	16148
782	57956	16061
783	57984	15975
784	58017	15890
785	58046	15804
786	58075	15718
787	58106	15632
788	58135	15547
789	58169	15462
790	58197	15377
791	58228	15292
792	58257	15207
793	58289	15122
794	58323	15039
795	58354	14955
796	58386	14871
797	58415	14786
798	58453	14704
799	58490	14622
800	58523	14539
801	58554	14455
802	58588	14373
803	58617	14289
804	58650	14207
805	58683	14124
806	58713	14041
807	58746	13959
808	58774	13876
809	58803	13793
810	58832	13710
811	58862	13628
812	58894	13546
813	58925	13464
814	58957	13382
815	58989	13301
816	59075	13232
817	59118	13153
818	59152	13072
819	59188	12992
820	59219	12911
821	59248	12830
822	59293	12751
823	59325	12671
824	59355	12590
825	59384	12509
826	59411	12428
827	59443	12348
828	59472	12267
829	59505	12187
830	59539	12108
831	59570	12028
832	59600	11948
833	59629	11868
834	59658	11788
835	59688	11709
836	59717	11629
837	59749	11550
838	59782	11472
839	59813	11393
840	59846	11314
841	59878	11236
842	59907	11157
843	59938	11078
844	59967	10999
845	59996	10921
846	60027	10843
847	60057	10765
848	60087	10686
849	60119	10609
850	60152	10531
851	60194	10456
852	60263	10385
853	60324	10313
854	60369	10238
855	60444	10168
856	60508	10096
857	60560	10022
858	60599	9946
859	60631	9870
860	60710	9801
861	60754	9726
862	60802	9652
863	60840	9576
864	60874	9500
865	60912	9425
866	60948	9349
867	60990	9275
868	61027	9199
869	61054	9123
870	61083	9046
871	61113	8970
872	61144	8895
873	61175	8819
874	61204	8743
875	61231	8667
876	61259	8591
877	61319	8520
878	61397	8451
879	61488	8384
880	61553	8314
881	61608	8242
882	61663	8170
883	61723	8099
884	61765	8026
885	61805	7952
886	61845	7878
887	61881	7804
888	61915	7730
889	61946	7656
890	61976	7581
891	62004	7507
892	62031	7432
893	62080	7360
894	62122	7288
895	62163	7215
896	62205	7142
897	62244	7070
898	62284	6997
899	62322	6924
900	62359	6851
901	62395	6779
902	62428	6706
903	62464	6633
904	62496	6560
905	62538	6488
906	62600	6418
907	62639	6346
908	62683	6275
909	62723	6203
910	62772	6132
911	62811	6060
912	62845	5988
913	62884	5916
914	62914	5844
915	62955	5773
916	62995	5701
917	63033	5630
918	63072	5559
919	63104	5487
920	63138	5415
921	63172	5344
922	63203	5272
923	63235	5201
924	63270	5130
925	63308	5059
926	63338	4987
927	63367	4916
928	63399	4845
929	63429	4774
930	63462	4703
931	63498	4632
932	63536	4562
933	63578	4492
934	63618	4422
935	63664	4353
936	63707	4283
937	63753	4214
938	63821	4145
939	63899	4078
940	63975	4011
941	64032	3942
942	64075	3873
943	64117	3803
944	64157	3734
945	64194	3664
946	64228	3594
947	64269	3525
948	64303	3455
949	64344	3386
950	64375	3316
951	64407	3247
952	64447	3178
953	64480	3109
954	64514	3039
955	64547	2970
956	64582	2901
957	64623	2833
958	64663	2764
959	64710	2696
960	64770	2628
961	64820	2560
962	64877	2492
963	64935	2424
964	64993	2357
965	65099	2291
966	65129	2222
967	65160	2154
968	65193	2085
969	65221	2017
970	65255	1948
971	65288	1880
972	65315	1812
973	65342	1744
974	65368	1676
975	65398	1608
976	65432	1540
977	65465	1472
978	65499	1404
979	65537	1337
980	65570	1269
981	65604	1202
982	65637	1135
983	65674	1067
984	65701	1000
985	65731	933
986	65757	866
987	65785	799
988	65815	732
989	65842	665
990	65870	598
991	65901	531
992	65929	464
993	65954	398
994	65979	331
995	66008	265
996	66035	198
997	66061	132
998	66088	66
999	66113	0
